,Text,Sent
5745,"Bob W. When they say gappless they mean it. Like Google Play All Access, you hear your old lps the way they were. I'm very particular about this issues. Also supports Chromecast straight from the app. 150 and ten stars RDIO.",Positive
5746,Efficace Ottima app che fa quel che promette. Fondamentale per chi preferisce il treno all'auto.,Positive
5747,"Bellissimo il nuovo aggiornamento ma..  un pugno in un occhio il nuovo sfondo della citt di cui stiamo vedendo il meteo grigio scuro rettangolare, almeno fatelo un pochino trasparente o smussate il rettangolo ",Positive
5748,I've always luv this app since it never let's me down. Recommend it 4 every phone.,Positive
5749,I give it a five star rating but on my phone I got to keep uninstalling and reinstalling it every time I want to play it that sucks very bad but the game is very fun to play I love it,Positive
5750,"Okay but has problems downloading The game is great when I play it on the tablet but on my phone, it tells me 2 down load extra content andallwayss restarts the game why doesn't it let me dload it Please get an update",Positive
5751,"Update please  I would absolutely love it if you could update the game to the current f1 season , I want Kimi with ferrari, PLEASE FIX STEERING CONTROLS , I CAN'T TURN LEFT",Positive
5752,This app is prefect,Positive
5753,Best game ever I love this game I mean its so cool because you can pull all their teeth out,Positive
5754,Ugh Forces you to rate,Positive
5755,Great game for kids My daughter loves this game. It took some getting used to but once we learned the controls it was great fun,Positive
5756,AMAZING I love it its so scary im telling u and number 2 its just inpsosibell lol but i love them both also on a diffrent note if any one puts bad comments its becuase the suck at the game and want you to make it easyer plz dont listan to them k ,Positive
5757,Loved it It helps you to know about the updates of whatsapp,Positive
5758,I love the duck life series. It is also a dream come true because I have been waiting all of these duck life games to play,Positive
5759,The only crossword app you'll ever need.,Positive
5760,"Excellent game Fun work out for the brain. Well devised. No glitches, intrusive ads etc",Positive
5761,BEST,Positive
5762,"Still the Best Adventure Time game on any appstore Great gameplay, good graphics, addictive endless runner. Well done thankfully you don't have to put money into a game to stay competitive",Positive
5763,Awsome I just updated and I already been playing it for three hours,Positive
5764,WOWWWW How can an app surpass others sooooo muchhh...  Leader by farrrrrrr  RECOMMENDED,Positive
5765,Wild kratts I liked it very much,Positive
5766,Awesome service This is brilliant,Positive
5767,It's OK But I don't understand just 3 matches then your champion what the heck I don't know how to play muti player,Positive
5768,Aditya Best best best best best best good good good good good best,Positive
5769,Just needs to be more like the casino version is better. I do not think the product is finished please remake mote like the Cleopatra found in casinos.,Positive
5770,Cool cool cool Cool visuals and cool gameplay from a cool developer,Positive
5771,Good ,Positive
5772,Amazing It does cost money but my daughter loves it,Positive
5773,Cool I play the game with my bother  and it is fun,Positive
5774,Omg so fun I like it because tom is really funny and you can dress him up and there are funny animations,Positive
5775,Worth Downloading This App is great. I managed to scare my best friend with the villain voice,Positive
5776,Good I love it,Positive
5777,I love ooo Me my sir play thisss game ok am i rigut,Positive
5778,Wonderfully made The G  reat Mind has mych Love for a Childs Desire   Much Mahalo 2 ya Aloha Keakua,Positive
5779,Wow...first time I like a game very much....I am love it....,Positive
5780,The best makeover game It is  a great game......nothing is unlocked  I loved this game,Positive
5781,note3 Very nice,Positive
5782,Great game Very fun game but it sucks for us Naw GC buyers to win events and get better heros. Yall r making the game to easy for them and making the game harder for us Naw GC buyers.,Positive
5783,Nil bids and flight Love this game but partners often let me get books they could take on nil bods. Opponents are very good at not letting  their partner get books on their nil bids. Also game could use double points option on flight bids 10 books.,Positive
5784,"Great AntiMalware and AntiTheft App App works great, low on system resources and functional. Antitheft features are awesome.",Positive
5785,Awesome I love you taco baco ab,Positive
5786,AWESOME My daughter loves this game she says that the baby animals are adorable,Positive
5787,SO CUTE This game is adorable. 5 stars,Positive
5788,Funny as hell x I love it and when you do the backwards it sounds Chinese       And the volume is good. Its funny if you are looking for some funny stuff get this,Positive
5789,Strategic word game An excellent blend of Boggle and scrabble in a challenging solo game. Great for casual play or binge playing,Positive
5790,"Great game A few more suggestions, considering the fact that all of the previous ones were done.              Sensors  can give you more and better info.    Landing...legs  can retract, same with Parachutes.",Positive
5791,Samsung galaxy duos 2 I really really love doraemon and nobita since i was in grade 4. And I thought this game is really good but it is not....I am so dissapointed,Positive
5792,Amazing My kids love it ,Positive
5793,"Its so Newtastic Its funny when i installed this app cause they anoy each other while recorded, its so funny while the fighting make sence with the news GOD, THX FROM MAKING DOGS AND CATS ENEMIES hahahahahahahahahaha  sorry, thectical dificulties  ",Positive
5794,"3 year old loves it My 3 year old loves everything about this app,it's one of her favorites. She surprised me with her ability to match numbers in the games",Positive
5795,Love it At first the interaction button didn't work but now it does. it does need some work but its a great game,Positive
5796,Great game A really enjoying and adequately challenging game.,Positive
5797,Awesome Awesome,Positive
5798,This one is good as Checkers Premium or better.,Positive
5799,Really good But every time I try to start the game it shuts off my tablet,Positive
5800,Best exercise  VERY fun Both me 37 yrs old and my daughter 7 yrs old LOVE this app  Finally I've found an enjoyable way to workout,Positive
5801,So relaxing. Great game to play when you want to chill.,Positive
5802,I love oovoo because I het to see my friends again,Positive
